arm_family,arm_id,candidate_test_budget,expected_model_runtime,ground_truth_available_to_runner,protocol_commit,protocol_tag,representation_condition,row_id,scenario_id,schema_version,scored,sequence,snapshot_path,snapshot_reference,top_k,trial_number
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r05347,ow14-s0216,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5347,model-facing/minimal-candidate-snapshots/ow14-s0216.json,"{""candidate_input_sha256"": ""1a3614e854e4c01c4b4baf4ddbe73a55cc6d0c3a801cb8c346689d826de71ee3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0216.json"", ""snapshot_sha256"": ""1b5dc04feb208f62971f740f0b6768cf33105878f97405e0c4cbe2dad7b8e258""}",4,3
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r05348,ow14-s0216,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5348,model-facing/enriched-candidate-snapshots/ow14-s0216.json,"{""candidate_input_sha256"": ""b059d47822d13d4f7d89298c59de82613282bcb90f428fd3ab3ba47755730cb2"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0216.json"", ""snapshot_sha256"": ""8c1d48c0f205f3ec691b80842abad6e7a33c3d69d16f9849c8a24a84ab9f011e""}",4,3
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r05349,ow14-s0216,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5349,model-facing/minimal-candidate-snapshots/ow14-s0216.json,"{""candidate_input_sha256"": ""1a3614e854e4c01c4b4baf4ddbe73a55cc6d0c3a801cb8c346689d826de71ee3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0216.json"", ""snapshot_sha256"": ""1b5dc04feb208f62971f740f0b6768cf33105878f97405e0c4cbe2dad7b8e258""}",4,4
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r05350,ow14-s0216,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5350,model-facing/enriched-candidate-snapshots/ow14-s0216.json,"{""candidate_input_sha256"": ""b059d47822d13d4f7d89298c59de82613282bcb90f428fd3ab3ba47755730cb2"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0216.json"", ""snapshot_sha256"": ""8c1d48c0f205f3ec691b80842abad6e7a33c3d69d16f9849c8a24a84ab9f011e""}",4,4
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r05351,ow14-s0216,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5351,model-facing/minimal-candidate-snapshots/ow14-s0216.json,"{""candidate_input_sha256"": ""1a3614e854e4c01c4b4baf4ddbe73a55cc6d0c3a801cb8c346689d826de71ee3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0216.json"", ""snapshot_sha256"": ""1b5dc04feb208f62971f740f0b6768cf33105878f97405e0c4cbe2dad7b8e258""}",4,5
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r05352,ow14-s0216,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5352,model-facing/enriched-candidate-snapshots/ow14-s0216.json,"{""candidate_input_sha256"": ""b059d47822d13d4f7d89298c59de82613282bcb90f428fd3ab3ba47755730cb2"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0216.json"", ""snapshot_sha256"": ""8c1d48c0f205f3ec691b80842abad6e7a33c3d69d16f9849c8a24a84ab9f011e""}",4,5
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r05353,ow14-s0217,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5353,model-facing/minimal-candidate-snapshots/ow14-s0217.json,"{""candidate_input_sha256"": ""5de2c42d9ef41e002af71c2a03f34f56fa439f0ae618927ff2a5042b22485b5a"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0217.json"", ""snapshot_sha256"": ""e58e7a70b3062840f159fcc0ff495b6e937aa075715db26682600176676f5531""}",4,1
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r05354,ow14-s0217,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5354,model-facing/enriched-candidate-snapshots/ow14-s0217.json,"{""candidate_input_sha256"": ""5ad64174b2e07cd71e6976c57e21afa55be8b4028587dbda359803e042d4ab3a"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0217.json"", ""snapshot_sha256"": ""932d99a822f5c7af6d32f04e97b0c417e13aad97fbe104c4b50fa51fa8225b4d""}",4,1
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r05355,ow14-s0217,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5355,model-facing/minimal-candidate-snapshots/ow14-s0217.json,"{""candidate_input_sha256"": ""5de2c42d9ef41e002af71c2a03f34f56fa439f0ae618927ff2a5042b22485b5a"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0217.json"", ""snapshot_sha256"": ""e58e7a70b3062840f159fcc0ff495b6e937aa075715db26682600176676f5531""}",4,2
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r05356,ow14-s0217,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5356,model-facing/enriched-candidate-snapshots/ow14-s0217.json,"{""candidate_input_sha256"": ""5ad64174b2e07cd71e6976c57e21afa55be8b4028587dbda359803e042d4ab3a"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0217.json"", ""snapshot_sha256"": ""932d99a822f5c7af6d32f04e97b0c417e13aad97fbe104c4b50fa51fa8225b4d""}",4,2
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r05357,ow14-s0217,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5357,model-facing/minimal-candidate-snapshots/ow14-s0217.json,"{""candidate_input_sha256"": ""5de2c42d9ef41e002af71c2a03f34f56fa439f0ae618927ff2a5042b22485b5a"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0217.json"", ""snapshot_sha256"": ""e58e7a70b3062840f159fcc0ff495b6e937aa075715db26682600176676f5531""}",4,3
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r05358,ow14-s0217,owasp-xss-v14-1-immutable-execution-schedule-v1,True,5358,model-facing/enriched-candidate-snapshots/ow14-s0217.json,"{""candidate_input_sha256"": ""5ad64174b2e07cd71e6976c57e21afa55be8b4028587dbda359803e042d4ab3a"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0217.json"", ""snapshot_sha256"": ""932d99a822f5c7af6d32f04e97b0c417e13aad97fbe104c4b50fa51fa8225b4d""}",4,3
