sequence,arm_id,scenario_id,trial_number,scenario_type,status,contract_valid,provider_failed,focal_vulnerable_candidate_id,parsed_ranking,vulnerable_candidate_rank,top_1_success,top_4_success,reciprocal_rank,latency_ms,raw_artifact,validation_errors
1057,local_qwen,os15-s0063,3,positive,valid,True,False,os15-c000423,"[""os15-c000485"",""os15-c000325"",""os15-c000423"",""os15-c000163"",""os15-c000392""]",3,False,True,0.333333,56623,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1057__local_qwen__os15-s0063__trial-3.json,[]
1058,local_qwen,os15-s0063,4,positive,valid,True,False,os15-c000423,"[""os15-c000485"",""os15-c000325"",""os15-c000423"",""os15-c000163"",""os15-c000392""]",3,False,True,0.333333,54350,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1058__local_qwen__os15-s0063__trial-4.json,[]
1059,local_qwen,os15-s0063,5,positive,valid,True,False,os15-c000423,"[""os15-c000485"",""os15-c000325"",""os15-c000423"",""os15-c000163"",""os15-c000392""]",3,False,True,0.333333,55406,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1059__local_qwen__os15-s0063__trial-5.json,[]
1060,local_qwen,os15-s0064,1,positive,valid,True,False,os15-c000386,"[""os15-c000450"",""os15-c000284"",""os15-c000414"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,55624,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1060__local_qwen__os15-s0064__trial-1.json,[]
1061,local_qwen,os15-s0064,2,positive,valid,True,False,os15-c000386,"[""os15-c000450"",""os15-c000284"",""os15-c000414"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,56783,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1061__local_qwen__os15-s0064__trial-2.json,[]
1062,local_qwen,os15-s0064,3,positive,valid,True,False,os15-c000386,"[""os15-c000450"",""os15-c000284"",""os15-c000414"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,56928,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1062__local_qwen__os15-s0064__trial-3.json,[]
1063,local_qwen,os15-s0064,4,positive,valid,True,False,os15-c000386,"[""os15-c000450"",""os15-c000284"",""os15-c000414"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,60209,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1063__local_qwen__os15-s0064__trial-4.json,[]
1064,local_qwen,os15-s0064,5,positive,valid,True,False,os15-c000386,"[""os15-c000450"",""os15-c000284"",""os15-c000414"",""os15-c000386"",""os15-c000351""]",4,False,True,0.25,58427,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1064__local_qwen__os15-s0064__trial-5.json,[]
1065,local_qwen,os15-s0065,1,positive,valid,True,False,os15-c000065,"[""os15-c000135"",""os15-c000065"",""os15-c000210"",""os15-c000220"",""os15-c000122""]",2,False,True,0.5,57577,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1065__local_qwen__os15-s0065__trial-1.json,[]
1066,local_qwen,os15-s0065,2,positive,valid,True,False,os15-c000065,"[""os15-c000135"",""os15-c000065"",""os15-c000210"",""os15-c000220"",""os15-c000122""]",2,False,True,0.5,59016,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1066__local_qwen__os15-s0065__trial-2.json,[]
1067,local_qwen,os15-s0065,3,positive,valid,True,False,os15-c000065,"[""os15-c000135"",""os15-c000065"",""os15-c000210"",""os15-c000220"",""os15-c000122""]",2,False,True,0.5,63426,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1067__local_qwen__os15-s0065__trial-3.json,[]
1068,local_qwen,os15-s0065,4,positive,valid,True,False,os15-c000065,"[""os15-c000135"",""os15-c000065"",""os15-c000210"",""os15-c000220"",""os15-c000122""]",2,False,True,0.5,60686,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1068__local_qwen__os15-s0065__trial-4.json,[]
1069,local_qwen,os15-s0065,5,positive,valid,True,False,os15-c000065,"[""os15-c000135"",""os15-c000065"",""os15-c000210"",""os15-c000220"",""os15-c000122""]",2,False,True,0.5,55622,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1069__local_qwen__os15-s0065__trial-5.json,[]
1070,local_qwen,os15-s0066,1,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,55126,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1070__local_qwen__os15-s0066__trial-1.json,[]
1071,local_qwen,os15-s0066,2,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,55154,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1071__local_qwen__os15-s0066__trial-2.json,[]
1072,local_qwen,os15-s0066,3,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,56099,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1072__local_qwen__os15-s0066__trial-3.json,[]
1073,local_qwen,os15-s0066,4,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,56783,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1073__local_qwen__os15-s0066__trial-4.json,[]
1074,local_qwen,os15-s0066,5,positive,valid,True,False,os15-c000200,"[""os15-c000470"",""os15-c000426"",""os15-c000311"",""os15-c000321"",""os15-c000200""]",5,False,False,0.2,55859,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1074__local_qwen__os15-s0066__trial-5.json,[]
1075,local_qwen,os15-s0067,1,positive,valid,True,False,os15-c000201,"[""os15-c000491"",""os15-c000324"",""os15-c000312"",""os15-c000201"",""os15-c000063""]",4,False,True,0.25,55312,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1075__local_qwen__os15-s0067__trial-1.json,[]
1076,local_qwen,os15-s0067,2,positive,valid,True,False,os15-c000201,"[""os15-c000491"",""os15-c000324"",""os15-c000312"",""os15-c000201"",""os15-c000063""]",4,False,True,0.25,55250,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1076__local_qwen__os15-s0067__trial-2.json,[]
1077,local_qwen,os15-s0067,3,positive,valid,True,False,os15-c000201,"[""os15-c000491"",""os15-c000324"",""os15-c000312"",""os15-c000201"",""os15-c000063""]",4,False,True,0.25,54775,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1077__local_qwen__os15-s0067__trial-3.json,[]
1078,local_qwen,os15-s0067,4,positive,valid,True,False,os15-c000201,"[""os15-c000491"",""os15-c000324"",""os15-c000312"",""os15-c000201"",""os15-c000063""]",4,False,True,0.25,53077,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1078__local_qwen__os15-s0067__trial-4.json,[]
1079,local_qwen,os15-s0067,5,positive,valid,True,False,os15-c000201,"[""os15-c000491"",""os15-c000324"",""os15-c000312"",""os15-c000201"",""os15-c000063""]",4,False,True,0.25,53019,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1079__local_qwen__os15-s0067__trial-5.json,[]
1080,local_qwen,os15-s0068,1,positive,valid,True,False,os15-c000352,"[""os15-c000295"",""os15-c000352"",""os15-c000364"",""os15-c000025"",""os15-c000150""]",2,False,True,0.5,53158,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1080__local_qwen__os15-s0068__trial-1.json,[]
1081,local_qwen,os15-s0068,2,positive,valid,True,False,os15-c000352,"[""os15-c000295"",""os15-c000352"",""os15-c000364"",""os15-c000025"",""os15-c000150""]",2,False,True,0.5,52416,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1081__local_qwen__os15-s0068__trial-2.json,[]
1082,local_qwen,os15-s0068,3,positive,valid,True,False,os15-c000352,"[""os15-c000295"",""os15-c000352"",""os15-c000364"",""os15-c000025"",""os15-c000150""]",2,False,True,0.5,64917,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1082__local_qwen__os15-s0068__trial-3.json,[]
1083,local_qwen,os15-s0068,4,positive,valid,True,False,os15-c000352,"[""os15-c000295"",""os15-c000352"",""os15-c000364"",""os15-c000025"",""os15-c000150""]",2,False,True,0.5,77109,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1083__local_qwen__os15-s0068__trial-4.json,[]
1084,local_qwen,os15-s0068,5,positive,valid,True,False,os15-c000352,"[""os15-c000295"",""os15-c000352"",""os15-c000364"",""os15-c000025"",""os15-c000150""]",2,False,True,0.5,74781,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1084__local_qwen__os15-s0068__trial-5.json,[]
1085,local_qwen,os15-s0069,1,positive,valid,True,False,os15-c000136,"[""os15-c000136"",""os15-c000218"",""os15-c000209"",""os15-c000343"",""os15-c000367""]",1,True,True,1.0,74876,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1085__local_qwen__os15-s0069__trial-1.json,[]
1086,local_qwen,os15-s0069,2,positive,valid,True,False,os15-c000136,"[""os15-c000136"",""os15-c000218"",""os15-c000209"",""os15-c000343"",""os15-c000367""]",1,True,True,1.0,78589,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1086__local_qwen__os15-s0069__trial-2.json,[]
1087,local_qwen,os15-s0069,3,positive,valid,True,False,os15-c000136,"[""os15-c000136"",""os15-c000218"",""os15-c000209"",""os15-c000343"",""os15-c000367""]",1,True,True,1.0,88315,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1087__local_qwen__os15-s0069__trial-3.json,[]
1088,local_qwen,os15-s0069,4,positive,valid,True,False,os15-c000136,"[""os15-c000136"",""os15-c000218"",""os15-c000209"",""os15-c000343"",""os15-c000367""]",1,True,True,1.0,78671,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1088__local_qwen__os15-s0069__trial-4.json,[]
1089,local_qwen,os15-s0069,5,positive,valid,True,False,os15-c000136,"[""os15-c000136"",""os15-c000218"",""os15-c000209"",""os15-c000343"",""os15-c000367""]",1,True,True,1.0,117853,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1089__local_qwen__os15-s0069__trial-5.json,[]
1090,local_qwen,os15-s0070,1,positive,valid,True,False,os15-c000484,"[""os15-c000484"",""os15-c000502"",""os15-c000052"",""os15-c000171"",""os15-c000366""]",1,True,True,1.0,97481,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1090__local_qwen__os15-s0070__trial-1.json,[]
1091,local_qwen,os15-s0070,2,positive,valid,True,False,os15-c000484,"[""os15-c000484"",""os15-c000502"",""os15-c000052"",""os15-c000171"",""os15-c000366""]",1,True,True,1.0,83114,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1091__local_qwen__os15-s0070__trial-2.json,[]
1092,local_qwen,os15-s0070,3,positive,valid,True,False,os15-c000484,"[""os15-c000484"",""os15-c000502"",""os15-c000052"",""os15-c000171"",""os15-c000366""]",1,True,True,1.0,84844,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1092__local_qwen__os15-s0070__trial-3.json,[]
1093,local_qwen,os15-s0070,4,positive,valid,True,False,os15-c000484,"[""os15-c000484"",""os15-c000502"",""os15-c000052"",""os15-c000171"",""os15-c000366""]",1,True,True,1.0,103570,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1093__local_qwen__os15-s0070__trial-4.json,[]
1094,local_qwen,os15-s0070,5,positive,valid,True,False,os15-c000484,"[""os15-c000484"",""os15-c000502"",""os15-c000052"",""os15-c000171"",""os15-c000366""]",1,True,True,1.0,98776,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1094__local_qwen__os15-s0070__trial-5.json,[]
1095,local_qwen,os15-s0071,1,positive,valid,True,False,os15-c000483,"[""os15-c000483"",""os15-c000428"",""os15-c000053"",""os15-c000207"",""os15-c000054""]",1,True,True,1.0,90593,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1095__local_qwen__os15-s0071__trial-1.json,[]
1096,local_qwen,os15-s0071,2,positive,valid,True,False,os15-c000483,"[""os15-c000483"",""os15-c000428"",""os15-c000053"",""os15-c000207"",""os15-c000054""]",1,True,True,1.0,86883,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1096__local_qwen__os15-s0071__trial-2.json,[]
1097,local_qwen,os15-s0071,3,positive,valid,True,False,os15-c000483,"[""os15-c000483"",""os15-c000428"",""os15-c000053"",""os15-c000207"",""os15-c000054""]",1,True,True,1.0,87436,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1097__local_qwen__os15-s0071__trial-3.json,[]
1098,local_qwen,os15-s0071,4,positive,valid,True,False,os15-c000483,"[""os15-c000483"",""os15-c000428"",""os15-c000053"",""os15-c000207"",""os15-c000054""]",1,True,True,1.0,82271,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1098__local_qwen__os15-s0071__trial-4.json,[]
1099,local_qwen,os15-s0071,5,positive,valid,True,False,os15-c000483,"[""os15-c000483"",""os15-c000428"",""os15-c000053"",""os15-c000207"",""os15-c000054""]",1,True,True,1.0,119167,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1099__local_qwen__os15-s0071__trial-5.json,[]
1100,local_qwen,os15-s0072,1,positive,valid,True,False,os15-c000363,"[""os15-c000236"",""os15-c000112"",""os15-c000293"",""os15-c000363"",""os15-c000330""]",4,False,True,0.25,104810,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1100__local_qwen__os15-s0072__trial-1.json,[]
1101,local_qwen,os15-s0072,2,positive,valid,True,False,os15-c000363,"[""os15-c000236"",""os15-c000112"",""os15-c000293"",""os15-c000363"",""os15-c000330""]",4,False,True,0.25,93839,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1101__local_qwen__os15-s0072__trial-2.json,[]
1102,local_qwen,os15-s0072,3,positive,valid,True,False,os15-c000363,"[""os15-c000236"",""os15-c000112"",""os15-c000293"",""os15-c000363"",""os15-c000330""]",4,False,True,0.25,99941,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1102__local_qwen__os15-s0072__trial-3.json,[]
1103,local_qwen,os15-s0072,4,positive,valid,True,False,os15-c000363,"[""os15-c000236"",""os15-c000112"",""os15-c000293"",""os15-c000363"",""os15-c000330""]",4,False,True,0.25,94495,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1103__local_qwen__os15-s0072__trial-4.json,[]
1104,local_qwen,os15-s0072,5,positive,valid,True,False,os15-c000363,"[""os15-c000236"",""os15-c000112"",""os15-c000293"",""os15-c000363"",""os15-c000330""]",4,False,True,0.25,81253,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1104__local_qwen__os15-s0072__trial-5.json,[]
1105,local_qwen,os15-s0073,1,positive,valid,True,False,os15-c000219,"[""os15-c000152"",""os15-c000362"",""os15-c000219"",""os15-c000452"",""os15-c000203""]",3,False,True,0.333333,78922,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1105__local_qwen__os15-s0073__trial-1.json,[]
1106,local_qwen,os15-s0073,2,positive,valid,True,False,os15-c000219,"[""os15-c000152"",""os15-c000362"",""os15-c000219"",""os15-c000452"",""os15-c000203""]",3,False,True,0.333333,77307,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1106__local_qwen__os15-s0073__trial-2.json,[]
1107,local_qwen,os15-s0073,3,positive,valid,True,False,os15-c000219,"[""os15-c000152"",""os15-c000362"",""os15-c000219"",""os15-c000452"",""os15-c000203""]",3,False,True,0.333333,76944,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1107__local_qwen__os15-s0073__trial-3.json,[]
1108,local_qwen,os15-s0073,4,positive,valid,True,False,os15-c000219,"[""os15-c000152"",""os15-c000362"",""os15-c000219"",""os15-c000452"",""os15-c000203""]",3,False,True,0.333333,74088,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1108__local_qwen__os15-s0073__trial-4.json,[]
1109,local_qwen,os15-s0073,5,positive,valid,True,False,os15-c000219,"[""os15-c000152"",""os15-c000362"",""os15-c000219"",""os15-c000452"",""os15-c000203""]",3,False,True,0.333333,74295,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1109__local_qwen__os15-s0073__trial-5.json,[]
1110,local_qwen,os15-s0074,1,positive,valid,True,False,os15-c000085,"[""os15-c000084"",""os15-c000481"",""os15-c000085"",""os15-c000432"",""os15-c000020""]",3,False,True,0.333333,80811,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1110__local_qwen__os15-s0074__trial-1.json,[]
1111,local_qwen,os15-s0074,2,positive,valid,True,False,os15-c000085,"[""os15-c000084"",""os15-c000481"",""os15-c000085"",""os15-c000432"",""os15-c000020""]",3,False,True,0.333333,78428,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1111__local_qwen__os15-s0074__trial-2.json,[]
1112,local_qwen,os15-s0074,3,positive,valid,True,False,os15-c000085,"[""os15-c000084"",""os15-c000481"",""os15-c000085"",""os15-c000432"",""os15-c000020""]",3,False,True,0.333333,80409,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1112__local_qwen__os15-s0074__trial-3.json,[]
1113,local_qwen,os15-s0074,4,positive,valid,True,False,os15-c000085,"[""os15-c000084"",""os15-c000481"",""os15-c000085"",""os15-c000432"",""os15-c000020""]",3,False,True,0.333333,82213,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1113__local_qwen__os15-s0074__trial-4.json,[]
1114,local_qwen,os15-s0074,5,positive,valid,True,False,os15-c000085,"[""os15-c000084"",""os15-c000481"",""os15-c000085"",""os15-c000432"",""os15-c000020""]",3,False,True,0.333333,77950,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1114__local_qwen__os15-s0074__trial-5.json,[]
1115,local_qwen,os15-s0075,1,positive,valid,True,False,os15-c000444,"[""os15-c000503"",""os15-c000162"",""os15-c000153"",""os15-c000444"",""os15-c000064""]",4,False,True,0.25,81823,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1115__local_qwen__os15-s0075__trial-1.json,[]
1116,local_qwen,os15-s0075,2,positive,valid,True,False,os15-c000444,"[""os15-c000503"",""os15-c000162"",""os15-c000153"",""os15-c000444"",""os15-c000064""]",4,False,True,0.25,81718,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1116__local_qwen__os15-s0075__trial-2.json,[]
1117,local_qwen,os15-s0075,3,positive,valid,True,False,os15-c000444,"[""os15-c000503"",""os15-c000162"",""os15-c000153"",""os15-c000444"",""os15-c000064""]",4,False,True,0.25,81407,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1117__local_qwen__os15-s0075__trial-3.json,[]
1118,local_qwen,os15-s0075,4,positive,valid,True,False,os15-c000444,"[""os15-c000503"",""os15-c000162"",""os15-c000153"",""os15-c000444"",""os15-c000064""]",4,False,True,0.25,81326,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1118__local_qwen__os15-s0075__trial-4.json,[]
1119,local_qwen,os15-s0075,5,positive,valid,True,False,os15-c000444,"[""os15-c000503"",""os15-c000162"",""os15-c000153"",""os15-c000444"",""os15-c000064""]",4,False,True,0.25,82908,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1119__local_qwen__os15-s0075__trial-5.json,[]
1120,local_qwen,os15-s0076,1,positive,valid,True,False,os15-c000178,"[""os15-c000111"",""os15-c000373"",""os15-c000074"",""os15-c000051"",""os15-c000178""]",5,False,False,0.2,79877,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1120__local_qwen__os15-s0076__trial-1.json,[]
1121,local_qwen,os15-s0076,2,positive,valid,True,False,os15-c000178,"[""os15-c000111"",""os15-c000373"",""os15-c000074"",""os15-c000051"",""os15-c000178""]",5,False,False,0.2,76846,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1121__local_qwen__os15-s0076__trial-2.json,[]
1122,local_qwen,os15-s0076,3,positive,valid,True,False,os15-c000178,"[""os15-c000111"",""os15-c000373"",""os15-c000074"",""os15-c000051"",""os15-c000178""]",5,False,False,0.2,80820,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1122__local_qwen__os15-s0076__trial-3.json,[]
1123,local_qwen,os15-s0076,4,positive,valid,True,False,os15-c000178,"[""os15-c000111"",""os15-c000373"",""os15-c000074"",""os15-c000051"",""os15-c000178""]",5,False,False,0.2,87347,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1123__local_qwen__os15-s0076__trial-4.json,[]
1124,local_qwen,os15-s0076,5,positive,valid,True,False,os15-c000178,"[""os15-c000111"",""os15-c000373"",""os15-c000074"",""os15-c000051"",""os15-c000178""]",5,False,False,0.2,94575,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1124__local_qwen__os15-s0076__trial-5.json,[]
1125,local_qwen,os15-s0077,1,positive,valid,True,False,os15-c000062,"[""os15-c000466"",""os15-c000358"",""os15-c000329"",""os15-c000062"",""os15-c000093""]",4,False,True,0.25,118517,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1125__local_qwen__os15-s0077__trial-1.json,[]
1126,local_qwen,os15-s0077,2,positive,valid,True,False,os15-c000062,"[""os15-c000466"",""os15-c000358"",""os15-c000329"",""os15-c000062"",""os15-c000093""]",4,False,True,0.25,90822,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1126__local_qwen__os15-s0077__trial-2.json,[]
1127,local_qwen,os15-s0077,3,positive,valid,True,False,os15-c000062,"[""os15-c000466"",""os15-c000358"",""os15-c000329"",""os15-c000062"",""os15-c000093""]",4,False,True,0.25,97187,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1127__local_qwen__os15-s0077__trial-3.json,[]
1128,local_qwen,os15-s0077,4,positive,valid,True,False,os15-c000062,"[""os15-c000466"",""os15-c000358"",""os15-c000329"",""os15-c000062"",""os15-c000093""]",4,False,True,0.25,83020,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1128__local_qwen__os15-s0077__trial-4.json,[]
1129,local_qwen,os15-s0077,5,positive,valid,True,False,os15-c000062,"[""os15-c000466"",""os15-c000358"",""os15-c000329"",""os15-c000062"",""os15-c000093""]",4,False,True,0.25,80285,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1129__local_qwen__os15-s0077__trial-5.json,[]
1130,local_qwen,os15-s0078,1,positive,valid,True,False,os15-c000443,"[""os15-c000493"",""os15-c000410"",""os15-c000083"",""os15-c000443"",""os15-c000372""]",4,False,True,0.25,82784,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-1130__local_qwen__os15-s0078__trial-1.json,[]
